Node,Site,NO2,CO,O3,Pressure,NO2b,Humidity,Temperature,CO2,CO2temperature,Date,Hour,Segment,Interval,nValues
"linden","KorematsuES",0,0,0,0,0,0,0,422.935896647617,11.4745759963989,1/1/2013 9:05:05 AM,9,1,"2013-01-01S0901",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.432854982904,11.7083339691162,1/1/2013 9:10:03 AM,9,2,"2013-01-01S0902",1

"linden","KorematsuES",0,0,0,0,0,0,0,422.891519593219,11.9183330535889,1/1/2013 9:15:03 AM,9,3,"2013-01-01S0903",1

"linden","KorematsuES",0,0,0,0,0,0,0,421.71533684854,12.1566667556763,1/1/2013 9:20:03 AM,9,4,"2013-01-01S0904",1

"linden","KorematsuES",0,0,0,0,0,0,0,421.956337807447,12.3183336257935,1/1/2013 9:25:03 AM,9,5,"2013-01-01S0905",1

"linden","KorematsuES",0,0,0,0,0,0,0,421.725392090857,12.5366668701172,1/1/2013 9:30:04 AM,9,6,"2013-01-01S0906",1

"linden","KorematsuES",0,0,0,0,0,0,0,421.609934833519,12.8133335113525,1/1/2013 9:35:04 AM,9,7,"2013-01-01S0907",1

"linden","KorematsuES",0,0,0,0,0,0,0,421.748560945965,13.0133333206177,1/1/2013 9:40:04 AM,9,8,"2013-01-01S0908",1

"linden","KorematsuES",0,0,0,0,0,0,0,420.70991939363,13.2508478164673,1/1/2013 9:45:04 AM,9,9,"2013-01-01S0909",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.574811322498,13.4883337020874,1/1/2013 9:50:00 AM,9,10,"2013-01-01S0910",1

"linden","KorematsuES",0,0,0,0,0,0,0,422.662441079447,13.7799997329712,1/1/2013 9:55:00 AM,9,11,"2013-01-01S0911",1

"linden","KorematsuES",0,0,0,0,0,0,0,422.093557696144,14.1228075027466,1/1/2013 10:00:00 AM,10,0,"2013-01-01S1000",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.583728104722,14.4650001525879,1/1/2013 10:05:00 AM,10,1,"2013-01-01S1001",1

"linden","KorematsuES",0,0,0,0,0,0,0,422.897425515628,14.8149995803833,1/1/2013 10:10:03 AM,10,2,"2013-01-01S1002",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.01582872683,15.1450004577637,1/1/2013 10:15:04 AM,10,3,"2013-01-01S1003",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.25307859754,15.4449996948242,1/1/2013 10:20:04 AM,10,4,"2013-01-01S1004",1

"linden","KorematsuES",0,0,0,0,0,0,0,424.850707507121,15.7250003814697,1/1/2013 10:25:04 AM,10,5,"2013-01-01S1005",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.898689538168,16.0525417327881,1/1/2013 10:30:04 AM,10,6,"2013-01-01S1006",1

"linden","KorematsuES",0,0,0,0,0,0,0,421.330332184545,16.361665725708,1/1/2013 10:35:00 AM,10,7,"2013-01-01S1007",1

"linden","KorematsuES",0,0,0,0,0,0,0,425.047203351314,16.6416664123535,1/1/2013 10:40:00 AM,10,8,"2013-01-01S1008",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.332446478871,16.9983329772949,1/1/2013 10:45:00 AM,10,9,"2013-01-01S1009",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.414537558656,17.3866672515869,1/1/2013 10:50:00 AM,10,10,"2013-01-01S1010",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.770362986921,17.7250003814697,1/1/2013 10:55:01 AM,10,11,"2013-01-01S1011",1

"linden","KorematsuES",0,0,0,0,0,0,0,424.450871178979,18.0403518676758,1/1/2013 11:00:01 AM,11,0,"2013-01-01S1100",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.880676065302,18.3457622528076,1/1/2013 11:05:02 AM,11,1,"2013-01-01S1101",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.556437597017,18.6749992370605,1/1/2013 11:10:00 AM,11,2,"2013-01-01S1102",1

"linden","KorematsuES",0,0,0,0,0,0,0,426.754023073487,19.046667098999,1/1/2013 11:15:00 AM,11,3,"2013-01-01S1103",1

"linden","KorematsuES",0,0,0,0,0,0,0,425.021691343012,19.3916664123535,1/1/2013 11:20:00 AM,11,4,"2013-01-01S1104",1

"linden","KorematsuES",0,0,0,0,0,0,0,424.101983644918,19.5033340454102,1/1/2013 11:25:01 AM,11,5,"2013-01-01S1105",1

"linden","KorematsuES",0,0,0,0,0,0,0,427.494360650197,19.4933338165283,1/1/2013 11:30:01 AM,11,6,"2013-01-01S1106",1

"linden","KorematsuES",0,0,0,0,0,0,0,428.052315125069,19.3783321380615,1/1/2013 11:35:01 AM,11,7,"2013-01-01S1107",1

"linden","KorematsuES",0,0,0,0,0,0,0,428.897909712701,19.2316665649414,1/1/2013 11:40:01 AM,11,8,"2013-01-01S1108",1

"linden","KorematsuES",0,0,0,0,0,0,0,428.045897770196,19.1750011444092,1/1/2013 11:45:02 AM,11,9,"2013-01-01S1109",1

"linden","KorematsuES",0,0,0,0,0,0,0,426.679149082693,19.0633335113525,1/1/2013 11:50:02 AM,11,10,"2013-01-01S1110",1

"linden","KorematsuES",0,0,0,0,0,0,0,425.58104963175,18.8366661071777,1/1/2013 11:55:02 AM,11,11,"2013-01-01S1111",1

"linden","KorematsuES",0,0,0,0,0,0,0,424.676685183513,18.6414642333984,1/1/2013 12:06:37 PM,12,1,"2013-01-01S1201",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.512334618863,18.6883335113525,1/1/2013 12:10:02 PM,12,2,"2013-01-01S1202",1

"linden","KorematsuES",0,0,0,0,0,0,0,422.599000280388,18.7000007629395,1/1/2013 12:15:02 PM,12,3,"2013-01-01S1203",1

"linden","KorematsuES",0,0,0,0,0,0,0,422.567952249174,18.6866664886475,1/1/2013 12:20:03 PM,12,4,"2013-01-01S1204",1

"linden","KorematsuES",0,0,0,0,0,0,0,421.64578557809,18.6866664886475,1/1/2013 12:25:03 PM,12,5,"2013-01-01S1205",1

"linden","KorematsuES",0,0,0,0,0,0,0,420.877240383688,18.7000007629395,1/1/2013 12:30:03 PM,12,6,"2013-01-01S1206",1

"linden","KorematsuES",0,0,0,0,0,0,0,420.499878185419,18.6433334350586,1/1/2013 12:35:03 PM,12,7,"2013-01-01S1207",1

"linden","KorematsuES",0,0,0,0,0,0,0,420.576191740183,18.671667098999,1/1/2013 12:40:04 PM,12,8,"2013-01-01S1208",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.691253449528,18.7600002288818,1/1/2013 12:45:04 PM,12,9,"2013-01-01S1209",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.465856310158,18.8166656494141,1/1/2013 12:50:04 PM,12,10,"2013-01-01S1210",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.123851810087,18.7999992370605,1/1/2013 12:55:04 PM,12,11,"2013-01-01S1211",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.995649107907,18.7241382598877,1/1/2013 1:00:00 PM,13,0,"2013-01-01S1300",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.543371497384,18.7000007629395,1/1/2013 1:05:04 PM,13,1,"2013-01-01S1301",1

"linden","KorematsuES",0,0,0,0,0,0,0,420.101278894508,18.7600002288818,1/1/2013 1:10:02 PM,13,2,"2013-01-01S1302",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.174987916003,18.8866653442383,1/1/2013 1:15:03 PM,13,3,"2013-01-01S1303",1

"linden","KorematsuES",0,0,0,0,0,0,0,420.235660310567,18.9683322906494,1/1/2013 1:20:03 PM,13,4,"2013-01-01S1304",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.988707806551,19.1000003814697,1/1/2013 1:25:03 PM,13,5,"2013-01-01S1305",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.978883414005,19.1000003814697,1/1/2013 1:30:03 PM,13,6,"2013-01-01S1306",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.594474103233,19.1016674041748,1/1/2013 1:35:04 PM,13,7,"2013-01-01S1307",1

"linden","KorematsuES",0,0,0,0,0,0,0,420.00344439537,19.1149997711182,1/1/2013 1:40:04 PM,13,8,"2013-01-01S1308",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.30004185102,19.2033348083496,1/1/2013 1:45:04 PM,13,9,"2013-01-01S1309",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.941325632381,19.2576274871826,1/1/2013 1:50:04 PM,13,10,"2013-01-01S1310",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.809729633764,19.2616672515869,1/1/2013 1:55:00 PM,13,11,"2013-01-01S1311",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.697990574639,19.2999992370605,1/1/2013 2:00:00 PM,14,0,"2013-01-01S1400",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.36121480524,19.3083324432373,1/1/2013 2:05:00 PM,14,1,"2013-01-01S1401",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.282655772524,19.3666667938232,1/1/2013 2:10:03 PM,14,2,"2013-01-01S1402",1

"linden","KorematsuES",0,0,0,0,0,0,0,418.572924337241,19.421667098999,1/1/2013 2:15:03 PM,14,3,"2013-01-01S1403",1

"linden","KorematsuES",0,0,0,0,0,0,0,418.201765904189,19.4466667175293,1/1/2013 2:20:04 PM,14,4,"2013-01-01S1404",1

"linden","KorematsuES",0,0,0,0,0,0,0,418.599808725283,19.3983325958252,1/1/2013 2:25:04 PM,14,5,"2013-01-01S1405",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.493815019179,19.3316669464111,1/1/2013 2:30:04 PM,14,6,"2013-01-01S1406",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.688848832946,19.2898292541504,1/1/2013 2:35:04 PM,14,7,"2013-01-01S1407",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.444689397424,19.3083324432373,1/1/2013 2:40:00 PM,14,8,"2013-01-01S1408",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.089480280019,19.2950000762939,1/1/2013 2:45:00 PM,14,9,"2013-01-01S1409",1

"linden","KorematsuES",0,0,0,0,0,0,0,418.771917154638,19.2483329772949,1/1/2013 2:50:00 PM,14,10,"2013-01-01S1410",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.486102815594,19.2000007629395,1/1/2013 2:55:00 PM,14,11,"2013-01-01S1411",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.649129692849,19.1964912414551,1/1/2013 3:00:01 PM,15,0,"2013-01-01S1500",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.651766407644,19.1932201385498,1/1/2013 3:05:01 PM,15,1,"2013-01-01S1501",1

"linden","KorematsuES",0,0,0,0,0,0,0,418.982100775103,19.1916675567627,1/1/2013 3:10:00 PM,15,2,"2013-01-01S1502",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.543361474376,19.1116676330566,1/1/2013 3:15:00 PM,15,3,"2013-01-01S1503",1

"linden","KorematsuES",0,0,0,0,0,0,0,418.994137823365,18.9966659545898,1/1/2013 3:20:00 PM,15,4,"2013-01-01S1504",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.527830612287,18.875,1/1/2013 3:25:01 PM,15,5,"2013-01-01S1505",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.294255627052,18.8033332824707,1/1/2013 3:30:01 PM,15,6,"2013-01-01S1506",1

"linden","KorematsuES",0,0,0,0,0,0,0,418.536040926107,18.7100009918213,1/1/2013 3:35:01 PM,15,7,"2013-01-01S1507",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.909904538537,18.4950008392334,1/1/2013 3:40:01 PM,15,8,"2013-01-01S1508",1

"linden","KorematsuES",0,0,0,0,0,0,0,418.557904328882,18.3016662597656,1/1/2013 3:45:02 PM,15,9,"2013-01-01S1509",1

"linden","KorematsuES",0,0,0,0,0,0,0,419.477382410485,18.1049995422363,1/1/2013 3:50:02 PM,15,10,"2013-01-01S1510",1

"linden","KorematsuES",0,0,0,0,0,0,0,417.905146448305,17.9233322143555,1/1/2013 3:55:02 PM,15,11,"2013-01-01S1511",1

"linden","KorematsuES",0,0,0,0,0,0,0,417.468434939627,17.5538463592529,1/1/2013 4:06:47 PM,16,1,"2013-01-01S1601",1

"linden","KorematsuES",0,0,0,0,0,0,0,416.028787451512,17.3483333587646,1/1/2013 4:10:02 PM,16,2,"2013-01-01S1602",1

"linden","KorematsuES",0,0,0,0,0,0,0,416.511946596498,16.8050003051758,1/1/2013 4:15:02 PM,16,3,"2013-01-01S1603",1

"linden","KorematsuES",0,0,0,0,0,0,0,416.503271860856,16.1766662597656,1/1/2013 4:20:02 PM,16,4,"2013-01-01S1604",1

"linden","KorematsuES",0,0,0,0,0,0,0,416.32747832813,15.5916662216187,1/1/2013 4:25:02 PM,16,5,"2013-01-01S1605",1

"linden","KorematsuES",0,0,0,0,0,0,0,417.303573581179,15.0983333587646,1/1/2013 4:30:03 PM,16,6,"2013-01-01S1606",1

"linden","KorematsuES",0,0,0,0,0,0,0,416.961541337248,14.6916666030884,1/1/2013 4:35:03 PM,16,7,"2013-01-01S1607",1

